Cust_Reviews,Brands,Polarity
"This lg phone deserves 5 stars, it has the right size screen for reading the web pages. The photos look sharp and the colors are exelent. It fits very nice in my hand.",LG,1
Item in excellent condition just as described,LG,1
"im new to the smartphone, its only been a few days but im getting the hang of it, seems great so far",LG,1
I will return this bought this phone for hubby Christmas and it’s a big flop. Issues reading the SIM card and turning on waste of money,LG,0
Like,LG,1
it came fast and was worth the value,LG,1
Got what I expected,LG,1
Nice phone for the price,LG,1
Love this phone... Came in on time and in great shape...,LG,1
Had it for 30 days and today it shutdown. And is not longer working. Bad product.,LG,0
Battery don't last long,LG,0
The phone was received with the damaged battery,LG,0
Very nice phone clear sound when receive calls,LG,1
This phone is what I expected and more,LG,1
I had to send it back!!,LG,0
Dislike the battery came.unxharged and no sim card,LG,0
Awful phone,LG,0
"good phone everything ok, its unlocked",LG,1
The size of the screen,LG,1
Refund,LG,0
not unlocked phone,LG,0
Great phone but freezes every once in a while,LG,1
The phone does not have a IMEI # !!! AT&T SAID IT WAS A knock off phone and not a AT&T phone. Does not do great photos they are off colored. Doesn't get on line easy. Not happy with it. Wished I have gone thru AT&T.,LG,0
Low memory. I cannot use it. Phone is ok but they cheapened up on the memory. Result = nonusable purchase.,LG,0
At first I loved my phone. I never dropped it but within a month my daughter wanted to play some music on it & the whole screen showed multi colored vertical lines. You can still switch screens & kinda figure out which screen you're on but you can't see anything. Luckily I was within the timeframe to return it. So that's what I'm doing.,LG,1
This phone is not worth buying. I have had problems with mine ever since I got it. It calls 911 by itself and hangs up phone calls. It gets really hot and freezes a lot even though I have nothing on the phone. I will not be buying this phone again and I wouldn't recommend it to anyone.,LG,0
Low memory and slow processor. The screen is nice and big but otherwise it's terrible. Maybe it runs better without all the AT&T system bloatware.,LG,0
"Couldn't send messages at first, but works fine now. Can't access sellers site for free good gift though.",LG,0
This is not a good phone at all. I ha e had 3 and they all died suddenly. No drops or moisture issues the phone just died. I would never recommend this phone for anyone. In fact LG could not pay me to take this one....just saying!,LG,0
"This phone is AT&T branded and is an LG customized ROM for AT&T. Logos, bloatware, ringtones etc, most of which are NOT removable without rooting the phone.
You should just be able to pop in your T-Mobile SIM, and off you go!
Here is what WON'T work with out pulling teeth:
1. Data: you must add a t-mobile APN before any data what soever.
2. MMS texting: WON'T send with out adding #1.
What will NEVER work: T-Mobile wifi calling. spent hours.
SELLER is negligent in not disclosing this.",LG,0
"My husband is using this as a Mp3 Music player. We did not install a SIM card, but we did install a Micro Memory Card. He has no cell or wifi at his job for security reasons. He can listen to music while working so this Solved the problem of me not having to connect to a computer to upload music to a MP3 player. I wish they'd make MP3s with access to Pandora or Amazon music. With this we just open the app and download fro. Amazon music prime. He listens to the offline music while no connection.",LG,1
"I purchased this phone as a replacement to my mother's other Vista cell phone. As my mother is not tech savvy, it was easier to transition a phone she already knew how to operate and this one is experiencing the same issue of not holding a charge as the other one. She has had the phone only two months. Not worth the money!",LG,1
"This LG G2 phone is great!
The only issue I have is battery drains quickly otherwise phone is great!I would recommend it you need a reliable phone. This phone comes with stylus which is exclusive to this particular make & model. I find it VERY helpful have arthritis in my knuckles caused them to swell. Now I own 2!
Seller was a pleasure to deal with!",LG,1
"This phone is one of the best I've had. Simple to use and easily customizable. Huge, bright and vibrant colored screen with a really good camera! If you like a big phone but don't want a brick in your pocket, this phone is for you",LG,1
This is a great phone and the price is awesome. Especially since AT&T is selling it for twice the price and if you get it through their next program it'll cost more. My only negative thing about this phone is the color of the pictures. They have a pinkish/reddish light to them no matter how you adjust the settings. If it weren't for that I would have given it 5 stars.,LG,1
Good phone... Love everything about it. Sd port does not work. But other than that amazing.,LG,1
These were really nice phones but I didn't read the whole description. So I had to return them because they're not compatible with Verizon. But I love these phones theyre very sharp.,LG,1
This product is NOT compatible with T-Mobile although stated its a unlocked phone. I dont know about any features because i could not use it.,LG,0
I have been trying since July 8th to contact you about your phone. The phone gets extremely hot just from normal use as well the battery dies quickly within hours instead of days.,LG,0
BUT THE BATTERY STAY WITH 50%. IT CHARGE WITH 100% DEAD WITH 50%,LG,0
It's I good phone graphics are awesome and I just wouldn't know what to do with out the camera it is a good buy.,LG,1
Gets the job done. works as it says Im on AT&T,LG,1
The original didn’t work. I will update the review with the replacement after I see the performance,LG,0
LG quality big screen great price,LG,1
just got it but seem s nice! just like a samsung note,LG,1
Has been working fine and now he can check the weather,LG,1
Has a lot of memory and much better than my last phone.,LG,1
Delivered on every aspect of what I had expected..fine phone.,LG,1
Much better option than doing an upgrade to get a new phone from your provider,LG,1
Working alright but lags too much,LG,0
Battery life draining.,LG,0
very good,LG,1
Arrived defective.,LG,0
Great phone fast ship,LG,1
Arrived just as described. No issues so far. Pleased with phone,LG,1
i loved my phone!,LG,1
I love it,LG,1
"Great phone! Works well and I do not have any of the issues others reported here on Amazon but there is one draw back for me. The battery life isn't all the good at all and I am comparing this to the note 5/7. Yes, I had both and after I returned the Note 7 and I wanted to buy the Note 5 again but they were out of stock so I ended up with the LG Vista 2 and honestly it's a great alternative. I love it an dam happy with it over all but again the battery life is by far the greatest draw back for me.",LG,1
"I am using the H740 with ATT version, unlocked.
--
The t-mobile Hotspot does not work (same t-mobile SIM works just fine on my LG G3/D855 phone!)
The TING Hotspot does not work (same t-mobile SIM works just fine on my LG G3/D855 phone!)a
I called LG (Jun 20, 2016) and the tech.support said they are working on an update of the firmware to resolve this known isue and a few more.
I could not find a way to root this phone either, this would allow to remove ATT junkware which does not help on non ATT networks.his
Conclusion: This phone is very nice, but stay away from it, == unless you plan ATT Only use ===!
Hopefully LG Will provide a way to reflash this phone so it could be REALLY unlocked.",LG,1
Quality product at a fair price. This is an AT&T phone but T Mobile sim works.,LG,1
"I just baught one been charging it for 5 hours it not coming one ,back to sender",LG,0
Didn't work,LG,0
I got annoyed with the Samsung J3 bloatware slowing it down so I tried this one. This is the best cheap under $100 phone I've ever had. The fact that I only had to pay $49 is even better. I've used it for 4 months without it getting bogged down. I heavy rely on Google maps and street view and this does great.,LG,1
I really like this cell. Is easy to use and have all the features I need.,LG,1
"Bought this phone for my Mom she’s not to tech savvy, but she’s able to figure it out and work it. The camera doesn’t take as clear pictures as I would’ve like, but I guess you get what you pay for.",LG,1
Got this phone for our son so he could have an inexpensive phone for games camera ect. Don’t need the cell service and will probably never activate it. Works off of WiFi great. Good phone for the money.,LG,1
"A few months ago, I bought the same type of phone from Tracfone; and everything worked fine. However, this time when I bought it from Total Wireless, the phone was defective. The device itself worked fine, however it was not able to connect to Wi-Fi; despite the fact that I entered the correct password for the corresponding Wi-Fi network.",LG,0
My son loves this to download games,LG,1
"The original review still stands, but two months in the screen started having extreme burn in. If you're in a pinch, this is definitely worth it, but the screen issue has me skeptical of purchasing the same phone again. It may be an isolated issue but it's a cheap phone do I doubt that's the reason. I wouldn't count on it after 6 months. Although I am a very heavy user. I was worried it wouldn't play games like Clash Royale, PUBG and others but they play very well considering! It's very smooth in terms of all the apps any Movie/Gaming enthusiast would like, and the screen is similar to the quality of my old iPhone 6(Edited). It's a solid phone for the price! The only cons are the camera which isn't terrible, but it's definitely not as good as high end phones, and the speaker quality. Otherwise great buy! I would recommend!",LG,0
"For the price this phone comes with decent budget specs, Android Oreo, and a 720p display. Performance wise it's smooth for general use like emails, calls/text, chrome, and light gaming(plays most light games on medium settings i.e Dead Trigger 2 or Temple Run). 720p display is TFT so not full IPS but it has pretty good viewing angles in general. Only cons I would list are this is one of the first phones where I notice the screen can get dirty easily and it is carrier locked into CDMA.",LG,0
Great phone great price,LG,1
Work perfect with my WiFi,LG,1
"Everything works great except for the headphone connector.
There wasn't any cause for damage as far as I know. Never dropped the phone or mishandled it any forceful way.
It just doesn't work anymore.
Other than this issue there is no other complaints about the product.
Luckly I've had already ordered and received bluetooth headphones.",LG,0
"I bought this phone just to use for music, apps, camera etc. I must say, this is actually a solid phone for my needs. The battery life is impressive, video quality is solid, and the phone is overall pretty quick. The microphone (when you record videos) sounds a little different in terms of quality, but that's the only complaint I have. Good job.",LG,1
"I love it - fast, works well, good reception, nice camera. I loled it so much that I got one for my husband and one for my daughter too. The monthly service fees are super reasonable. This is a seriously nice phone for the price.",LG,1
quiet speaker slow camera,LG,0
received phone yesterday look like brand new box came sealed everything okay check camera try low light room thing showed want take picture look like big purple tint left camera show using near object 1 4cm autofocus working found several issue xda find kind ir laser working autofocus mine worst ruin picture show low light condition checked wide lens found little hard notice maybe got defective one want return give one try,LG,0
I do not like the fact I cannot make phone calls or receive phone calls in certain locations and dropped calls I don't know or its the phone itself or its totalwireless I called them for tech support not much help I will never buy another phone from Amazon,LG,0
Got this phone for my mom she hates it she say were once she could get an make a call now she cannot an the battery don't last long at all.,LG,0
phone already stopped working cleared much memory possible clear cache 10 time day even responding used le 3 month enough time able return,LG,0
purchased phone expecting work amazing stylo 2 sadly case freeze frequently hard reset normal power restart function work disappointed phone,LG,0
room apps phone,LG,0
ok phone slow home button working well gift 9 year old christmas happy slow getting stuck lot,LG,0
phone month dead,LG,0
trust review phone absolutely suck disappointment cause excited phone,LG,0
even let post review wrong billion dollar steal try cover,LG,0
I was fooled with this article because nowhere did it say it was locked and now it turns out that in order to use it in the Dominican Republic I have to pay to unlock it,LG,0
My fiance loved this phone. For the most met it's great. Didn't hold up too long tho. It's $35 so...,LG,1
"good phone,so far!",LG,1
Great phone,LG,1
WORTH THE $$$,LG,1
This phone is EXTREMELY slow...freezes all the time.,LG,0
gift for anyone,LG,1
Purchased this for inexpensive smart phone. Works fine. Battery good.,LG,1
A decent low quality phone,LG,0
Better than my Motorola!,LG,1
Great value. The extra $10 in cost got me $40 airtime credit. Worked out to 3 months service. With Wi-Fi calling app it is an exceptional value with no contract!,LG,1
Love the phone. Using it now.,LG,1
"Great product, a little slower due to Ram capacity. had an issue with shipping originally but they fixed it. Going to buy another for my child.",LG,1
No issues to date,LG,1
Logan loves it,LG,1
Lg phones are great phones,LG,1
This phone is not compatible with tracfone service despite being listed in the results. Don't make the same mistake I did.,LG,0
My teens love these phones. An SD expansion card worked great for them to add more apps and have more storage. For the price they can’t be beat! Service has been great too!,LG,1
Good tracfone device. The larger screen really helps.,LG,1
It was a gift for my wife and she really loves this new phone.,LG,1
"very pleased, we bought two",LG,1
It served my need to use 5.0 mobile phone to reset my Google Home.,LG,1
"This phone has great specs but is very clunky and hard to use on the go.
The good:
You probably already seen how amazing this phone is on YouTube or other reviews, so im going straight to the point.
The bad:
- My number one complaint is the fingerprint reader. Its slow compared to my old phone (pixel 2xl) and it works like 50% of the time. Even after programming fingerprints multiple times its vey frustrating.
- requires a special addaptor tip to charge the phone when using the dual screen case. (Each tip is 7.99 + shipping from lg)
- said special adaptor tip doesn't work 100% with Android auto. Connection drops every two minutes or ""no response"" message pops up on the stereo
- all glass construction makes it extremely slippery if not using a case or the dual screen case (this is my first all glass phone, maybe this is normal or expected)
- Always on display is limited on info displayed and customisation options (it can display pictures, some notifications and clock.)
- selfie camera its not a true 32mp it downsizes files to 8mp
-dual screen turns off if battery is below 15% even if its plugged to the charger. Must wait for 16% battery charge
-its running android 9, who knows when the android 10 update is coming out. In the mean time android 11 beta is already out for some phones.
-Using the dual screen eats up the battery
- Display behind the dual screen has the resolution of a calculator and only has space for 3 notification icons
All in all is a good phone with good specs but in practice its really cluncky and akward to use. Would not recomend. Save your money.",LG,1
"I really enjoy this phone. To start off with, I'm not an android officiando but I love the dual screen feature of this phone. It is so mucb better than split screen to operate mutiple apps at once. I've had moments where I'm thinking ""Ok. I need to get off this app to get on this one."" only to realize ""Oh yeah! I can use the other screen!"" The first did have a buv which caused it to feeeze on occasion, but it got promptly replaced and haven't had any issues since. I appreciate LG and their willingness to not necessarily follow the trend of the bigger name phone developers.",LG,1
"I wanted to love this device. It seemed so unique, standing out against a sea of slab-style phones. Two screens won me over immediately. However, in person this phone did not impress me. The second screen is interesting, but I found myself with the second screen just sitting there waiting to be used most of the time. I liked being able to fold away the dual screen when not in use, however this just feels like admitting defeat; you spent money on the second screen, so tucking it away seems like a waste, so then you feel obligated to find used for it. I'd love to be able to open links from the main screen (facebook, email) on the dual screen, however this was not possible. I liked how texting and Facebook messenger would put your keyboard on one screen and the conversation on the other. This was one of the main reasons I bought the phone. However typing on it had less charm than I had anticipated. It doesn't match up to tactile qwerty keyboards of yesteryear and the keys, even when ergonomically split out wide closer to your thumbs, still felt like a chore. While gaming on this phone could be fun, battery dwindles quickly when both screens are in use so I'd have a charger handy. I like the dedicated google assistant button and both screens looked great. As many reviews have said before, this was an interesting idea that falls just short of being a GREAT purchase; just enough off the mark that I'll be switching back to a boring old slab until something else interesting comes along.",LG,0
"A pseudo-foldable that doesn't cost $2,000 and is still water- and dust-resistant. I call that a win. It's a different use model than the Samsung Galaxy Fold though. The Samsung is intended to give you a single double-size screen, whereas the LG G8X gives you ""dual monitors"" for running separate apps, i.e. multitasking. There is an app that allows you to run any other app across both screens, but I find that I don't use that nearly as much as just running separate apps on the two screens.
My niggles:
1. The front of the dual screen case is a mirrored fingerprint magnet nightmare... what were they thinking???
2. The notification screen is only minimally useful; a larger color screen would be more useful, but they presumably did this to hold down cost and battery life impact.
3. The little white button slide-out thingy that you have to press in order to turn on the dual screen after inserting the phone in the case is annoying AF. It's too tiny to reliably press on, and after you've enabled the dual screen, it just sticks around to interfere with any apps you are running on the main screen. Would be infinitely more useful if it were also available as a home screen icon/widget.
My hope is that since the dual screen case is technically an accessory, that LG or third parties will come out with a Gen 2, or other variants of the case that expand and refine its functionality... that G8X owners can buy separately rather than having to wait and re-buy the next generation of phone.",LG,1
Awesome phone for multitasking! Can do multiple functions at the same time with two screens. Everything about this phone is well put together. I just took my Sim card from old phone and popped it in. Within 5 mins I was up and running.,LG,1
"It is a good phone so far. There are small differences from a Samsung, so I'm still adjusting. I greatly enjoy the second screen. I can look up a recipe on one screen, while watching a video of someone making the recipe on the other.",LG,1
"The dual screen is great for multi-tasking. It is, however, limited in what it can do. For example... You can't watch Netflix full screen. But you can watch it on one screen and do something on the other. LG is quality, as usual. It's a little on the heavy side. But you can take the phone out... Separate from the dual screen case.",LG,1
"This product is NOT Universal Compatible . It is NOT available with all LTE phones/phone services. I have Boost Mobile, which is on Sprint Network. They could not send me a SIM card for LQ G8 ThinQ phone. Boost Mobile don’t support this phone.
Please check with your mobile phone carrier prior to purchasing this phone. They will tell you the truth, if this phone is compatible with your network.",LG,0
"This phone has been heaven sent. Let's address the elephant in this phone not a foldable screen. It has two screens. So yes by know means a Samsung fold. So here is where this gets interesting. I have the Samsung Galaxy Fold but I use my Lg Dual Screen a lot more and prefer my LG a lot more for a few reasons.
1. The Price $700 vs $2100
2. The build quality is much better than the fold.
3. Mult tasking is way easier with the split screen.
4. It handles everything I throw at it and never boggles down.
I would go out on a limb and recommend this phone and yes I know it's a LG phone but my honest opinion the best value and superior build quality and price point makes this the besphonce choice available today. So if you are in the market for an amazing phone and it having to burn a hold in your pocket I highly recommend that you give this phone a try. Take the leap like I did.",LG,1
"The phone comes with great features. The screen is very beautiful, the cameras are at the level of the leading phones, and I was hoping for an optical zoom camera, the dual screen is a great idea and practical, and this made the phone at an excellent price, the fingerprint on the screen works well, the sound in the phone is excellent and pure and the sound comes out from the bottom of the phone and also from the headphones answering calls Finally, I hope LG phones return to the Middle East",LG,1
"Love it, still learning about phone.. it's easy to work. Still haven't used Bixby...I prefer Google typing when I talk to type messages. Battery life is great..the finger print sensor is on front of phone and it took a few tries for me to have my fingers recognized, I had to keep adding fingerprints to the memory. Also I did get the unlocked version and all I had to do was take the phone to sprint to let them activate it for free, they provided me with sim cards that I did have to buy for a small fee. Also I would be careful when buying screen protectors, some of them cover the sensor and are too thick so it won't recognize your fingerprint. I have been getting phone updates and everything is working great. The phone came with a charger and ear buds. I would recommend!",samsung,1
"I bought this phone to gift for someone and after I recieved it. It doesn't come with a factory seal. It just have a single tape holding the box together. On the in side the box the phone have a minor scratch on the screen and the phone's battery is not 100% seem like it been use and reset. It seem like I'm a bit picky but, I spends almost 1,000 for this to be a gift for someone. i should get some thing new, not something used and return. Called the customer service and the only thing they could do is, just to return it. I will buy another one and finger cross that I get a brand new factory seal box.",samsung,0
"This phone is amazing with awesome battery life, good sounding speakers especially when Dolby atoms is turned on. I get the best graphics which shows up alot in pubg gameplay. I reccomend this purchase. No problems whatsoever although I will say the fingerprint scanner took a while to get used to.",samsung,1
"Excellent smartphone, great photos, top quality.",samsung,1
"Samsung's customer support is the absolute worst. Should you need to send your device in for repairs like I did, good luck on waiting. I was initially told it could take up to seven business days from the time the tablet was received at Samsung's repair facility. On the sixth business day after my device was received at their repair facility I received an email notifying me my device was received and it could take up to seven business days to repair. Then I made multiple calls to Samsung's customer service due to the conflicting information and received more conflicting information from the representatives with alot of apologies. Some reps told me they would resolve the issue and get back with me and I never heard anything back; others told me I received the wrong information from Samsung and other representatives. Each call with customer support involved the representative trying to call the repair facility, telling me they could never get in contact with the repair facility although they would leave a voicemail (as if this would provide some level of comfort). Needless to say, I am still in limbo without my device and weeks have gone by. I would strongly urge/recommend purchasing a device from Apple or some other reputable company due to the ordeal I have had to go through with Samsung's customer support. - A Very Dissatisfied Customer",samsung,0
"it's terrible. every time I have to try 3-4 times to unlock.
samsung always makes such stupid inventions, such as screen finger print reader, curved screen etc.",samsung,0
Hello My Name is Shawn Roberts. I LOVE YOUR MERCHANDISE! I have my own YouTube Channel where I review merchandise like yours. My email is eeliteboi7@gmail.com. . I would be willing to advertise Any and ALL of your Merchandise for Free if you would be willing to send me a sample to try out. We have the most Viewers watching my YouTube Channel in my area. Thank You VERY MUCH. I would Love to Advertise and Review your Phones...Watch's.(.ext).,samsung,1
"I took this phone out of the box, plugged it in to charge and it got soooo hot soooo quickly... I was very scared. I thought to myself..hmmm this is how fires can start... and I decided that either it was this specific phone that had an issue or it was the model of the phone and all have issues. So, I ordered the S10+ and guess what? The phone works like a charm... does not heat up at all... not when I play and not when I charge it.... so either the S10 is a bummer... or the phone that I got was a lemon... not sure.. .either way...it went back!",samsung,1
I ordered this for the snapdragon 855 processor and US warranty. Instead I realized that I had received the slower international version with the exynos processor that is even slower than the s9 processor. The model number of the phone I received is completely different from the model number on this page. The US warranty is also not honored. I found this out after setting up the phone and looking under the about phone option. I am returning this phone for sure. Don't buy it here and risk getting a inferior phone when you are paying 1000 dollars. It's really disappointing.,samsung,0
"Got a lump of clay in some plastic wrap instead of the phone, wall charger, and cable. If I wanted clay, I'd go to a local creek and not pay $900",samsung,0
"This phone has Exynos NOT snapdragon. It is an international version and does not work with my straighttalk SIM card. First, it doesn't connect to my mobile data, I had to add an Access Point Name so that the data would work. Second, the calls will not work unless the ""wifi calling"" is on. Plus, even when turned on, the calls hang up randomly, sometimes wont even ring, and 70% of the time I try to call someone, a box shows up that says ""Not registered on network"". I also can't send pictures AT ALL, and my texts randomly won't send.",samsung,0
"Device is not a factory unlocked device as mentioned in the seller description, and contained a T-Mobile documentation/boot screen. Upon booting, I was notified that the device had been reset (it was listed as new and unactivated), and I would need to log in under the account previously used for the device. Customer service did respond within minutes to my email explaining the situation, which is a good sign, but now I have to call during my work hours to get everything straightened out. They recommended a hard reset and sent a video explaining how to do so, but nothing has worked so far. Many recent comments appear to have similar issues.",samsung,0
"BUYER BEWARE. First, unless you live in a city that has GREAT cell signal, DON'T buy this. My $100 phone had MUCH better signal. I will likely sell this one just because it's no good if you need a cellphone.
Second: The phone worked well for 3 months, then part of the display stopped working. When my son called to make a warranty claim, they told him he would likely be billed for the repair and that when they (Samsung) opened the phone to repair it, it would VOID THE WARRANTY. So, therefore, Samsung themselves won't honor the warranty when their equipment is faulty?? And wouldn't you know the ""support window"" closed on 6/27, the very day I called Amazon to inquire about warranty. So, now apparently there isn't Amazon support for it either? The worst $800 purchase ever.
Update: I called Samsung, finally got to someone who encouraged me to send it in. She did say that if there was a sign of water damage the warranty would be void (we live in A VERY humid climate: great). They fixed it under warranty, as it had 3 things wrong.",samsung,0
"This review is for S10 model. My previous phone was a sam S5, so that is my comparison. I am a practical person, not much gaming or social media. My phone is my workhorse. Here is my good and bad...
Fingerprint - works 50% and you need to press hard. The pattern unlock is faster.
Curved glass - The curved glass edge of S10 was always causing me to false touch the screen. Looks nice though.
Telephoto - I looked back at my last 2 years of photos, very few portrait shots, so I will not take advantage of telephoto.
Glass back plate - seems useless to me. You need to cover it for protection, so what is the point? Just adds more weight. Same for colors- covered by case.
Screen - beautiful. And it goes right to the edge of device (no borders). A little longer than I am used to... the side keys are high up on the device... so stretch your fingers.
WiFi calling - not supported on this unlocked model. You need a carrier branded version in usa.
Performance. Its fast! The North America version contains the newest qualcomm 855 cpu.
Camera - not used enough yet to comment.
I think I am leaning to swap this out for the s10e version.",samsung,0
"It has been a month since I purchase this phone. While purchasing this S10, I was a bit skeptic because it is an unlocked phone. I doubted whether it will be genuine US version or not. I recieved this phone in 2 days from amazon prime shipping, kudos to its fast shipping. After I recieved, I checked this phone and it has Snapdragon and it was registered in Samsung as an unlocked phone :). I have been using this phone for a month and based on my experience here are some pros and cons of S10.
Pros
- Huge 6.1 inch display and bezel less, you will love its display.
-Its has a slim design (7.8mm) and feels almost no weight (157gm) when you hold it. I love this slim design.
-Camera quality is quite good compare to its previous version, 3 cameras at back and one at front. Camera has been really improved in S10 but still lacks behind Pixel.
- I love this blue filter mode, and it has automatic light adjustment according to your environment. If its day, brightness automatically goes high and viceversa.
- It is Snapgradon buit and has 8GB RAM so it has a quite a good speed and huge128 GB storage.
- I love this device function of split screen, you can use two app at a same time in a single screen (as shown in image).
-Accurate and fast finger print scanner and face scanner.
Cons
-Battery lasts just for a day or less. I am a average user, I use phone frequently but doesn't use heavily. Still it last for about a day or sometimes less. I need to charge this phone once in a day.
- Yes, this phone has finger print scanner, but with this function I am not able to get a strong finger print compatible screen protector.
Overall, this is a great phone for its price. But it would be an icing on a cake, if it had a longlasting battery.",samsung,1
"I ordered the prismatic black, but I got a flat black, so I feel scammed on that count. I've had it a couple of weeks so far and am generally really happy with it, a big improvement over the GS7, and I've enjoyed that phone a lot. It's faster, the battery life is amazing, the screen is beautifully crisp. The fingerprint unlock isn't perfect but it's a vast improvement. The old one wouldn't recognize me half the time. Things I don't like: when the screen is off, it's hard to tell the top from the bottom. I need to tap on the screen to wake up the fingerprint reader. I don't like that notices don't just show up on top bar; they also pop up in miniature over any other screen I'm on - articles I'm reading, games I'm playing, anything. I can drag the notice to the top of the screen to dismiss it, but it's annoying. The thing I HATE: frikken Bixby!! I would have been interested in exploring it until I realized that they set the phone up to force you into using it. You know that awesome and so very cool voice control for declining a call? While the phone is ringing, you just say, ""Reject"" and it hangs up. How sweet was that? Well, it's gone! Whoever made that decision should be fired. Now the only way to use voice commands like that is to go thru Bixby, so first you have wake up that jerk - Hey, Bixby - and THEN you can tell it to decline the call. Which means it's faster to just reach over and push the button. Totally lost the cool factor, too. I would have bought a GS9 to have kept this function. So I refuse to strong armed into using Bixby, esp since it's no faster than Google Assistant and doesn't seem to do anything the Assistant doesn't do already. I hope they rethink this good and fix it in a future update. Then this thing will be stellar!",samsung,1
"This is the second review I've made. Along with receiving my phone a week after it was expected, it came straight from the box with chinks in the screen and the screen is so fragile that almost every day a new dent shows up in the screen from just sitting in my pocket (with a case) I don't move around too much. I have an office job so there's no reason for the screen to dent so much",samsung,0
"The worst purchase on amazon ever... First, the phone box was a bit damaged. Second, fingerprint worked slow. Third, geolocation didn't work correctly. The phone couldn't recognise my timezone!!! Next, I tried to test phone and I realised that phone couldn't work with other languages! But damn, it is a Samsung s10, it should work perfect!
And the worst thing is: I bought phone as a part of lighting deal which included Phone, Galaxy Buds and Gift Card $50. And when I tried to return all items, Amazon said that I can't return Gift Card and they can refund me full price minus $50. I contacted with Customer Service and first specialist said that it is not a problem, they can just deactivate card and return me full price, since it was a part of the deal. However, second specialist said that Amazon can't do that and that first specialist was wrong... Honestly, I didn't expect such a trick from Amazon. Very disappointed. I often order something from Amazon, but now I have to re-think that...",samsung,0
"Description above says that the phone being sold is SM-G973UZKAXAA. However, the phone that was sent to me was SM-G973U1ZKAX. While the numbers are similar, they are definitely not the same phone. The phone I was supposed to get is the US version, which comes with a 12-month limited warranty. The phone that I received is the international version. It is not covered by a warranty in the US.
Amazon customer service is promptly sending me a replacement. I give 2 stars because I have yet to be able to use the phone. If the replacement proves to be the correct model and does everything it's supposed to, I will edit this review accordingly.
One thing that I can say for certain is that the fingerprint scanner is greatly improved. When Samsung says that it is 1-touch scanning, it means one touch. Flat and simple!",samsung,0
"I was a little skeptical ordering an unlocked phone. I had the S7 and had never gotten an unlocked phone before. Plus, some of the reviews I saw made me skeptical. However, i am very pleased with my purchase. The S10 works flawlessly. I am not using the face recognition so i can't comment on it. The fingerprint scanner works great for me. Yeah, i sometimes have to try my fingerprint twice but it honestly doesn't bother me. The camera is superb. I went and got the otterbox defender case for it and i would always recommend getting a case for your smartphone. Switching from my AT&T S7 to this unlocked S10 was as simple as inserting my sim card into the new phone. All in all, i'm very pleased with this phone",samsung,1
"I got the Galaxy S10 since my wife has the S9 Plus and my son the S10e. I like the display a lot including the color, brightness, and especially the coverage as almost the entire phone is just an active screen. I chose the S10 over the S10 plus mostly because the S10 plus has a bigger cut out for the front facing camera. There is a second lens on the S10 plus but it's my understanding that this additional lens is just a depth sensor. I don't take that many selfies so the approx 3x larger cut out was not worth it. The screen on the plus is also just a bit larger (same number of pixels as the S10).
Bixby is annoying. On this phone when you swipe to the left you get Bixby. On most Android phones when you swipe to the left you get a screen of apps. On my old phone I used a left swipe to get to entertainment apps and a right swap to get the productivity apps. With Samsung phones (not just the S10) I have to put all apps to the right. So to get to the entertainment apps I now have to swipe twice to the entertainment apps. It's not a terrible issue but still annoying.
The MAJOR issue I have with this phone is the in-display fingerprint reader. First of all the location is kind of awkward. When you hold the phone the natural position of your thumb is around the center of the screen but the sensor is at the bottom of the phone (this is not specific to Samsung). Much worse, if you don't put your thumb exactly where the sensor is it won't recognize it. They are supposedly working on fingerprint sensors that work over the whole display which will improve this issue but for the S10(plus) you have to be very accurate where you place your thumb. Not only that, even if you place your thumb at the right position, it still takes about 1.5 seconds for the phone to unlock. All my previous phones including Chinese brands like ZTE and Honor/Huawei had the sensor on the back. You didn't have to think where to place your finger, your finger was just at the right place when picking up the phone. In addition, the phones unlocked a lot faster than the Samsung. My wife's S9 plus has a sensor in the back which is a LOT better than the in-display sensor of my S10. My son's S10e has the sensor build into a button on the right side of the phone. It's not quite as good as having a dedicated sensor in the back but still a lot better than my in-display sensor. The only drawback of the S10e is that the screen doesn't cover quite as much as on the S10 and the screen is still a bit smaller than the S10. I wish Samsung would have used the same S10e fingerprint sensor on the S10.",samsung,1
"Got this phone brand new for Prime Day for a steal. This phone is phenomenal and it kept the headphone jack. Honestly one of the best devices out there.
The only thing holding it back is the fingerprint reader. It is a nice new technology, but I think it hinders the phone in many ways. First you can't get a regular screen protector, which I think is absolutely necessary for this device. The edge screen already makes it fragile, and not being able to use a tempered glass screen protector adds unnecessary risk. I think the S10e had the right idea by adding it to the side, and I think these phones should have followed suit. Don't get me wrong, it's cool, but it's completely unnecessary.
That's the only negative actually. This phone is beautiful in every way. Despite the fingerprint scanner, it is my favorite phone. I've recently tried the iPhone 11, and XS, but this phone is the phone to beat. Those are nice, but this phone is the most complete package you could ask for.
Camera is unbelievable! There versatility is amazing. Yes, I know the iPhone 11 pro also has these cameras, but this phone was rocking them a few months prior and was a fraction of the price on prime day.",samsung,1
This was not factory sealed and was not unlocked by Samsung. There was a piece of shipping tape used to keep the box together.,samsung,0
