,Cust_Reviews,Brands,Polarity,Positive,Negative
794,receive the phone unlock and new as promise however there be still other issue you cant update the phone outside of att network because this phone be still new in its box its on an old android 8 version if you want to update the phone you need to connect to the att network with an att sim lg and att have design it this way you wont be able to update it any other way and the bootloader be lock supposedly it be possible to flash other firmwares onto the phone but of course this isnt support by lg to do this i have to obtain a att sim from walmart 10 at walmart 5 from att and a prepay card you can use a 10 prepay card but i find out they allow you to activate a singleday plan for only 2 that cost me 20 although it should be possible to do for 7 either way its stupid that i have to go through this just to update the phone shame on you att and to lg for go along with it anyways about the phone itself this phone be at least 1 year old with a nonremovable battery after charge it a few time and measure it with accubattery the battery have lose 10 of its health effectively make it a 3000mah battery aside from that this be an amaze phone its easily one of the best value for the price the oled screen be beautiful it make me want to rewatch everything ive ever see use this screen it play all of the game i use to play on my v20 but with higher settings and be very smooth the design be meh i hate that every manufacturer feel the need to copy apples decisions nobody feel that they could stick to their gun or try to make a unique design motorolas new flipphone look pretty neat though i really with it be closer to the v20 in design or some of the old htc phone but overall the phone be really great the sad thing be this be the best highend value phone lg currently have the v20 and v30 be still good if youre fine with their age the v40 a new v40 gsm version cost over 600 cdma version be 330 if youre will to switch and be basically the same phone but with 3 cameras instead of 2 the g7 an ips screen and only 4gb ram for the same price its just not worth it especially now that ive experience the oled screen i cant go back the difference between these two phone be ridiculous consider these phone release only one month apart from each other the v35 be basically a really hasty correction to the g7 when lg realize they release a subpar phone the g8 hardwarewise the g8 be a slight upgrade with snapdragon 855vs845 128gb and an extra camera its about 180 more than the v35 though use ones be at 320340 if youre will to accept the risk then it might be worth it if only the v35 wasnt so tie to att i believe it would be much more popular as a 300 phone,LG,0,0,1
795,this phone be gsm unlock work with my tmobile sim just fine no notch nice light weight especially if youre worry about a case make it too heavyunfortunately it be stick on android 80 with november 2018 security patch it should have update to android 9 maybe if you try an att sim card itll go through the update these days you cant underestimate security risk in phone,LG,0,0,1
796,i have complete remove and update my review on this phone and update my rat from four to five star this phone be brand new i be concern because of the seller list these phone under a dozen different seller name that be all the same company and many reviewers complain that they receive a use phone i suspect they unknowingly order a usedrenewed phone or possibly inventory get mix up when the seller ship them to amazon if you order new and get use just send it back for replacement mine be seal in the att box and come with everything expect while wait for my number to be port to att i hook up to my wifi and that take no effort at all i go through uninstalling or disable apps and game i don t want and customize the phone settings and home screen to my like i be prepare to restore my data from a backup on my sd card but find that it be unnecessary instead i instal att mobile transfer on my old phone and use the setup and transfer app on the thinq i easily transfer all my data over to the new phone via wifi any apps i have instal be of course update with google play i immediately notice that the phone be blaze fast compare to my old lg stylo 2 but maybe that isn t say much i miss my stylus i haven t put it through any real stress test yet but i do fully charge the battery and then start stream a movie i keep check the battery and it seem fix at 99 i didn t watch to long but my old stylo 2 drain like a bathtub when stream a movie use lg airdrive on the phone and lg bridge on my laptop i could easily browse file on my phone and transfer things to and from the laptop such as photos music and movies be there anything that isn t easy with this phone well the bio metric sensor can exercise your patience it doesnt seem to have to many issue read finger print once its learn them teach it i find to be rather tedious i probably saw the sensor need to be clean a thousand time i clean the sensor i scrub my hand eventually i be able to get five finger learn nice to have backups the manual state there will be an issue if you have a scar its not kid i have a scar right down the center of the pad of my leave index finger and the sensor have a heck of a time learn it however once it learn any of my print include the scar finger they all do unlock the phone but not with consistency sometimes one touch and the phone be unlock other time i touch each finger that the phone have learn and none of them unlock the phone so i have to go to the secondary method i choose ill work on it wifi call do work i test on my home internet which be pretty lousy and the call keep break up but thats my internets issue not the phone i see no reason to use wifi with my unlimited plan anyway i guess if im in an area where there be no cell service it might come in handy but odds be that if there be no cell service it be unlikely that any wifi will be nearby hotspot work like a charm as well i hook both my laptop and tv up with no issue download speed be only about 5mb but when my internet be down or we have a power outage its better than nothing once my phone number be port over to att i make some call they hear me fine and i hear them fine the phone handle stream from amazon prime with fly color i keep hear about the great sound on this phone i wasnt impress but who doesnt use bud when listen to music anyway this do come with android 8 repeat attempt to update to 9 fail the phone tell me the software be up to date last update say never update att do release 9 for the v35 months ago and att be my providercarrier not cricket or any other mvno i seriously consider go to the att store to have the update manually do but i live outside of town so i plan my trip to town when i have several reason to go i never get that far i have start my prepay promotional plan with att and pay upfront for a year of service five days later att bill me a second time i do call att and work out the issue but something else happen at this point i make my daily attempt to update my phone software and lo and behold it start update my phone come with v350awm10w the update skip 12a and update to 12e i update again and get 12j the next update skip 12k and update to 20b i now have android 9 i do another update to 20c and one last update to v350awm20d that s the most current software i suspect i just have to wait for att to properly put my new phone in the system when they do that they erroneously charge me again but i fix that so apparently in order to get the update you just need to be patient not my forte i do notice that when the phone be sit on my wireless charger during update the phone get pretty warm it do not get warm do update when not on the charger i dont know why i mention lg bridge earlier install on your pc it work just fine and make it extremely easy to move file to and from the phone it supposedly can be use for software update by connect your phone to your computer with a usb cable but i try during my marathon update and it wouldn t work so i just do all the update from my phone lg bridge connect to your phone use your phone lg airdrive too air drive isn t exactly an app you find it in your settings under network this give you access to the file on your phone like songs and picture which you can just grab and drop onto your pc lg bridge also connect to your v35 via usb cable to perform backups which will be keep on your pc of coourse i check out my phone online and find that it be manufacture october 2018 and leave the factory december 2018 it apparently sit on the shelf until i buy it which explain why it be so far behind in update i have absolutely no complaint with this brand new phone it s clean it s fast everything work flawlessly except maybe that bio metric reader when stick your fingerprint on there but i doubt thats something unique to this phone its just something ill need to work on i believe my issue be with my dry hand and finger my only two issue be att issue double bill and wait for the software update to android 9 i think this deal be to good to be true and i would have lot of problems and be dissatisfy with the phone but it turn out to be a great deal on a great phone i couldn t have make a better decision make this purchase i say you should take the plunge and purchase this phone because you will get a brand new phone that work great its be sell at a great price so you should get one before theyre go,LG,1,1,0
797,im net10 usersim be compartable for att so i have to set up apn for get net10 data service it take for a while because i have to find out the correct one net10 doesnt provide it on their website anymore so i have to google itlol this brandnew phone work perfect for me i love my previous lg g5 but this one be way better there be no problems so far so good work worthy shop,LG,1,1,0
798,ive see many different review for this item but none state what company there device come from mine come from wireless warehouse the phone be new in a seal box the phone have work flawlessly so far the phone be much faster than my previous phone a stylo 3 apps open immediately move between apps be fast with no delay a pleasure to use the screen be beautiful and bright battery life have be great the camera take nice picture i havent use it a lot i have a nikon camera with a nice lens on it that i use for take picture this an att phone with include att bloatware there isnt a lot of it and the 64gb storage still leave you with plenty of free storage some you can uninstall the rest i just disable or move to a folder i go to att and buy a pay as you go number i then upgrade to android 90 no problems have to restart the phone about 10 time for all the update one thing i didnt like be that it wouldnt update over cellular data it would only use wifi so i might not have have to get an att number the update go smooth with no problems i buy the att number because some people have say that you have to when that be finish i put my old sim in the phone and it come right up and work fine im with walmart family mobile i have call them and ask if it would work on the network they say i would have to get a new sim from them that be not true everything be work fine the only thing that be not work be wifi call mobile hotspot be work great coverage be the same as the stylo 3 i have to enter the apn cod you can find them on the walmart site i havent try the wireless charge yet so i cant comment on that so i would say that i be very please with this purchase and would recommend this phone and seller without hesitation,LG,1,1,0
799,original att brand unopened new device seller wireless tech i already have att so cant determine if truly unlock but for under 300 this phone be a smoker must have performance put it this way original price of this phone a little over year ago be 900 would i pay that no but at 300 dollars you be get flagship device which can still compete with todays overprice options get it,LG,1,1,0
800,brand spank new phone work great be use about a month now super happy with purchase,LG,1,1,0
801,i have be eye between this and the v40 thinq the battery be slightly better than the v40 but the v40 be more powerful in term of performance of run apps in my opinion its also really bright at max brightness compare to the v40 my eye be just blind by light i buy this phone last week and im only go to use it as a 2nd device for music or play mobile game which so far mobile game load up almost 50 faster on the v35 than the v40 however theres a drop due to the graphics settings depend on the app i still need to wait on the case for the v35 because the phone be about 13 thinner than the v40 my other complaint on the v35 be the fact the fingerprint reader be also the power key which i feel be really impractical its like find a house thats only hold in the middle of the air by a single staircase so id only use the fingerprint scanner as the power key overall though its a pretty neat phone but good lord its really sleek enough to slip off my hand if im not careful a sturdy case be definitely recommend,LG,1,1,0
802,i have have the lg g5 for many years but drop it recently and break the screen so i think id rather upgrade my g5 be completely virgin no bloatware just pristine android phone that i buy on amazon for 250 several years ago it be completely unlock and since i travel to europe a lot i always use local eu sims and g5 always work like a charm include tether which i use a lot to connect my laptop to my phone so the lg v35 thinq be an awesome phone i love it until i start test the functionality that i must have it work out of the box on my cricket wireless sim it also by default enable wifi call on cricket wireless however it would not up allow me to even start tether unless i have an att sim this be really shock shame on att on block basic andriod functionality by instal their rom and block builtin android feature so sadly i end up return the phone if someones figure out how to get tether work without att sim card please let me know i dont mind blow away all the bloatware from att just once and for all however i must have tether work for the phone to be useful to me its a shame that att be so cheap and rip off customers otherwise its a great phone and id buy it again,LG,1,1,0
803,i be wait for the delivery it be personally hand to me on my porch so no drop no issue on delivery with that the item appear as new mfg box appear seal it be only after discover defect i notice there be no mfg seal on screen or port again it be advertise and sell as a new phone i spend an entire day update and call lg etc the external speaker never work it be deem by lg to be a faulty or badly renew phone i waste a vacation day try to update the system and hop it would workt do not i then have to explain my return to amazon i be a prime member who buy high end products regularly my payment go through immediately my refund not so much all in all this be not a good experience i have reorder the phone and be prayerful my zero balance no refund yet wont become an even bigger issue and that the next new one i order wont be defective as well feelingsuspectfulofnewbrandeditems and alo slowamazon3rdpartrefund,LG,0,0,1
804,excellent the real thing be deliver i be disappoint by a earlier purchase of a phablet i check youtube and online videos of persons usage of the best phone and this one top the list i have an older lg for a long time and finally give in to purchase a new phone the lg thin q be great the order come ship from the seller without any issue or problems i love it the apps and video clarity be most excellent the battery will last over 16 hours of regular use and charge to full percent in about 20 minutes the only thing i do not like about it be that page of your last usage pop up in the background but if you want to use other tool or take note while use the camera it shut off,LG,1,1,0
805,just as description you will be satisfy,LG,1,1,0
806,i dont know if anybody be even read this but my experience with purchase this phone from this seller be great even though this be an att n t phone it be unlock and as you can see in the pics that the phone be on tmobiles network the phone do come with scratch on the screen but it didnt bother me i just put a screen protector on it and the phone do come with bloatware from the carrier and i get android 9 pie out of the box but im not too sure if this device will get android 10,LG,1,1,0
807,not a unlock phone arrive in a timely manner but when i try to activate it on metropcs tmobile i discover that it be not unlock att would not unlock the phone and i end up return the phone the day after it arrive,LG,0,0,1
808,warn this phone be an att phone it do not work with anything else very good because it may be a release phone instead of a unlock phone lot of bloatware also you cant put it in a factory mode to wipe the cash and do other test on the phone kinda disappoint that it didnt say that,LG,0,0,1
809,fantastic cell phone very userfriendly the delivery be on time well package,LG,1,1,0
810,stop work within 2 days contact seller and never hear back never buy from them again,LG,0,0,1
811,excellent phone for the price i would recommend this to anyone upgrade from an older phone like the galaxy s7 that do not want to spend 700 to 1000 for a flagship phone,LG,1,1,0
812,why be it so hard to find phone without bloatware you cant delete atts crap be all over this phone v35 be a great phone however and glad i get one,LG,1,1,0
813,i have be use it for two months it hasnt crash and its good overall the camera be a little slow to response but the photo quality be great,LG,1,1,0
814,its not unlock work only with with att do not work with any other carriers,LG,0,0,1
815,the product be very good,LG,1,1,0
816,first a warn i buy this phone unlock because although its an att phone our account be tmobile it do work but because the firmware be with another carrier it doesnt work as as seamlessly as a tmobile phone would that say this be a very nice phone its fast lightweight and attractive all in all a great value despite some minor limitations,LG,0,0,1
817,ive have the phone for over a month and a half now and i really do like it i use to have lg optimus g pro for 7 years and i really love that phone too its similar in ways but this phone be better and im glad i do my research,LG,1,1,0
818,300 great price for a high end phone,LG,1,1,0
819,great phone for the price good camera lot of storage couldnt ask for more for the money pay,LG,1,1,0
820,for the price you really cannot beat this phone it compete with phone twice the price mine come brand new battery life be excellent nicest phone i have own to date and i use to be a samsung fanjust no longer see the reason to pay more,LG,1,1,0
821,fast battery replacement he be a responsible seller,LG,1,1,0
822,not new as adverised box have older sticker cover say it be gray but i order black,LG,0,0,1
823,only a charger be include in the puchased item where be the earphone and the case these be among the items include when i buy a celphone in the philippines like sony oppo and vivo,LG,0,0,1
824,nice phone fast as discribed work well,LG,1,1,0
825,have a bite of trouble get the phone unlock with att but once i get the phone work on my carrier it meet my expectations great phone with a fantastic camera,LG,1,1,0
826,great phone definitely worth the money fast processor nice screen would recommend,LG,1,1,0
827,phone work great there be a small chip on the back of the phone lg headphone do not come with this phone,LG,1,1,0
828,i like it much better than the lg k7 i have previously,LG,1,1,0
829,great phone great screen quality and cameras be really cool a lot of good feature the price also great,LG,1,1,0
830,phone work great but a few function that be lack,LG,0,0,1
831,i love it its very nice and great work thank,LG,1,1,0
832,not recommend,LG,0,0,1
833,more than meet my practical use if phone,LG,0,0,1
834,solid phone better battery life than my samsung phone,LG,1,1,0
835,good phone with a decent price set up be easy,LG,1,1,0
836,excelente,LG,1,1,0
837,get this to replace a pixel 2 much smoother faster a bigger screen yet be light weight lgs feature and many settings be nice to have i have have it 4 months as my daily phone without any problems sound system be great i register it on the lg site and bingo a 2 year warranty cant beat that update its be 9 months and the phone still work great with no problems i have a couple of case for it but i like use it without one,LG,1,1,0
838,lg products be the worst on the marketboth the stylo 4 and styko 5 i own fail within weeksthere must be sone systemic issue with their manufacture process,LG,0,0,1
839,for the price this phone be phenomenal i receive my device brand new in box with all original components in tact and new as well yes this be an unlock att device so there will be an att logo on startup and a couple carrier specific apps most of which can be disable and hide through app settings however the phone be certainly unlock and work great with tmobile for me camera the camera be probably the best ive ever personally see on a smartphone that take incredible shots with little effort videos be gorgeous and smooth thank to the excellent hardware and onboard optical image stabilization there be plenty of feature to play with if youre into that but the phone can point and shoot just as easily picture be crisp and contain a lot of detail and the image process do a great job of not blow out image exposure be good and low light shots be very good the pro video mode be great for creatung some very professional look videos with ease and the phone even have adaptive microphones for change soundscapes from concert to quiet nature scenes laser autofocus be fast and efficient honestly could not ask for a better camera at this price battery easy win here with heavy use on wifi i average between 67 hours of screen on time even if you be a power user you should have no issue get through the day on the 3300 mah battery even if you do manage to burn through that much battery the include quick charger will easily get you 50 percent battery in 35ish minutes in my experience wireless charge be also here which be a great convenient option display the display be a 2k amoled panel provide by samung to the best of my knowledge the display be sharp and color reproduction be awesome you can adjust the resolution from 760p to 1080p to the max of 1440p the screen be very bright and easily readable outdoors in direct sunlight great display build quality outstanding glass front and back with aluminum side everything be spot on here no large gap or out of place piece beautiful device all around button be clicky and tactile the fingerprint reader be very fast and extremely accurate and be also the power button which be essentially lgs signature design feature and it work well overall unbeatable value consider this phone be over 700 usd at launch i would venture to say its definitely worth more than what youll pay here highly recommend this device,LG,1,1,0
840,ive be use this lg a little more than a month now and id be hard press to find anything to complain about i be a samsung user for years and finally decide that they werent worth the hefty price tag and take a chance on this i absolutely love it i will say i disable alexa but thats only because we have multiple echo devices in our house and the lg want to respond to inquiries as well i also have the echo auto and there seem to be a conflict with both active at the same time imho this be an incredible device battery life be outstanding its load with feature you wont likely find on your samsung or iphone i find a side by side comparison online between the lg v35 thinq and the iphone 10 the lg beat it hand down love this device,LG,0,0,1
841,my lg v35 cell phone arrive on time and work perfectly beautiful phone with all items in the factory seal package i expect to not have any issue with this product again stun phone,LG,1,1,0
842,the screen and speed be important hence the 4 star but the other stuff it boast like fast charge and battery life well mine be either defective or they be embellish those feature it be take forever to charge it and be use it ok it be on full brightness but come on for an hour and burn through 28 of the battery life that just seem wrong anyway maybe it need to warm up still a zippy phone with a crisp beautiful screen i think ill keep it for now oh yeah lack feature like gesture and such unimpressive set of tool oh well and an update if you rely on vibration for text notifications dont get this phone the vibration can be strong but for text i could not figure out a way to adjust it it be just too short and light of a burst if someone can figure this out please comment on this review and let me know its kill me that this be such a lame part of this phone as my phone be almost always set to vibrate because of where i work,LG,0,0,1
843,i have an lg v20 for four years love it think id stick with lg the screen color be dull put the same pic as my wallpaper on this phone and it be wash out not as bright as a samsung 8 or my other lg i find i keep miss call the phone ring but i didnt hear or catch it but the swipe down notifications do not say miss call nor do the icon have a red number by it to tell me how many call i miss i have to go to the call log to see that i miss several important call the battery life be just okay better than my v20 but way less than a samsung i buy a samsung 8 and use it for two weeks i want to go back to the double tap to wake up call customer service for help with the call notication and they do could not help the notification problem and suggest a factory reset i say nope ill just return it to amazon,LG,1,1,0
844,absolutely fantastic phone especially for under 300 i ve see some report of problems with the fingerprint sensor mine take several sample of my fingerprint to account for the print not always be perfectly center it always recognize my fingerprint very quickly camera seem pretty good but i wouldn t use a phone for any important picture i ve see report of it not update to android 9 mine update to 9 on the 3rd update attempt i assume after some security update battery life be a day with a good bite of use 2 with moderate use 3 with light use im on 3 days with light to very light use at 65 battery processor be very fast have a 2 year warranty with lg if register i can t imagine anyone have a complaint about this phone if they have the same one that i have,LG,1,1,0
845,the phone be function perfectly but it break after a little over a month have it the screen go completely black i could still hear the noise it make when lock and unlock but no call and message would go through i contact the seller and they say i couldnt return it because ive have it for over 30 days which be what amazon term say too but i think be quite ridiculous to have this kind of term for electronics i say give it at least 90 days i be able to get 80 of my money back after complain and call amazon several time i end up go to att and buy it there because i really like the phone the problem be that these phone be refurbish another reason to give 90 days instead of 30,LG,0,0,1
846,so i be a consumer cellular user no contract have be for over 10 years buy my own unlock att phone and take it to target for the sim card and be up and run in 10 minutes the biggest thing be the awesome battery life and the quality of the photos im not an old person but i dont have tons of stuff on my phone tune audible book and photos work great for me,LG,1,1,0
847,everything on this phone work well great screen i like this better than my one plus 7 pro this phone be well worth it,LG,1,1,0
848,nice phone work great except it be not fully unlock as state some of the att feature be still functional and unable to receive pics on sms also win t let us into voicemail other than these issue it s a great phone go to att store tomorrow and hopefully they can fix it,LG,1,1,0
849,the phone fit my hand well the screen be really great i be still get use to it overall i be quite please with this purchase,LG,1,1,0
850,glitchy and freeze right out of the box horrible waste of my time and money avoid,LG,0,0,1
851,i just get the 5ge phone this phone be super fast have great camera long last bettery what else i can ask for the price i pay,LG,1,1,0
852,this have all the feature of flagship phone from last year i love the expandable storage and headphone jack i dont have any complaints at this price point it cant be beat,LG,1,1,0
853,the phone be new its unlock as mention but you wont receive any android update unless you use an att sim card,LG,0,0,1
854,love it,LG,1,1,0
855,this phone be fast and powerfull great machine,LG,1,1,0
856,good phone with galaxy feature for half the price,LG,1,1,0
857,when i buy this lg v35 thinq it come with a free second year warranty my phone onoff buttonfingerprint reader begin to not function intermittently this occur after own the phone about 14 months i try to get a replacement as per the 2nd year warranty ultimately lg refuse my claim state i must have damage the phone in water or by drop the phone totally untruenot drop or wet they just come to that conclusion without explanation i wont be buy lg products anymore,LG,0,0,1
858,the phone look and seem to work well for its age and price the only issue be it do not work with tmobile it be a gsm unlock phone but not comparable with their service,LG,0,0,1
859,i use my phone for business and be interest in the stylus part a lot of what i do be make note on photos i also tether devices occasionally this phone exceed my expectations i have be a smartphone user since their inception and the lg g vista 2 while not the latest and greatest be very much worth the money the samsung note5 the only worthy competitor be better but 25xs the price and the better feature pressure sensitive stylus etc be not need for my use i have find the phone fast and snappy and have have no issue with email text or any android function i suspect that the upcoming lg stylus 3 will be better but again only marginally the g vista 2s call quality browse stream email be all quite good if you need the latest and greatest your still wait for the note 8 or stylus3 but in either case this will do handsomely until one be ready to fork over 600 for that nicety,LG,1,1,0
860,nice phone until my daughter lock herself out and forget the password even factory reset will not unlock neither will any cell phone store so dont forget your password,LG,1,1,0
861,i think i be move up from a blu phone but this be worse in 6 months the usb connection wear out make the phone instantly disposable the battery life brand new out of the box didnt even last a work day with a handfull of call it often get hot in my pocket perhaps when see below on full screen brightness i you cant watch a single1hr episode on netflix before the battery die full screen brightness be require in anyplace except a dark room but worst of all be the two tap system to activate the phone it be constantly activate in my pocket to the sound of netflix google assist or music suddenly be blare from my pocket i oten open my phone to find 1015 apps open which cant help battery life think i be move up from blu phone this be the same junk,LG,0,0,1
862,this be for the price and in general a good enough phone but it doesnt have international roam data as it claim that be the whole reason i buy the phoneto have data while travel abroad so i could use google map the text and call feature work but the data never do consequently we get lose in london and dublin and didnt get to do even half of what we have plan then it randomly eject the sim card after one day so i couldnt call to get a cab after that it wouldnt accept the sim card anymore complete waste of money and so much time lose on the vacation that ive be plan for three years,LG,0,0,1
863,i love it at first work really well but it over heat and get really hot easily to break drop it off my bed and break a corner of the screen which get too hot help with crack of screen have to shut it down all the time and either restart or completely off for afew have many problems and i would never buy one again im think about return to my old phone that i have here that ive have for years and drop tons but work awesome way better then this phone,LG,0,0,1
864,con the seller should have package it better it come in its original box but it be put inside a plastic ship bag it should have be bubble wrap box to better protect the phone pros i just receive this phone a day ago the phone arrive very quickly i have lg phone before and be please i love all the feature this phone offer for an inexpensive price it have a very large screen beautiful color download be fast love the security it have to offer for the price you cant go wrong,LG,1,1,0
865,i really love this phone by far my best phone thank you soonersoft electronics,LG,1,1,0
866,very goodi recomend thank 0,LG,1,1,0
867,the phone be low on storage in less than no time give me issue to download apps it look like i must buy a phone just to play offline game which it dont even come with whatsapp and facebook and show low on storage,LG,0,0,1
868,doesnt work come on for a bite now just blink complete trash a waste of my money this be the second phone i buy through amazon that be just throw away,LG,0,0,1
869,good condition as advertise,LG,1,1,0
870,do the job in 2019 just fine hardly bog down under moderate use wish more phone have implement a stylus use this be basically a lg stylo 2,LG,1,1,0
871,this phone would be a good basic phone except its not completely unlock i cant send or receive picture message its slow and glitchy,LG,0,0,1
872,the only thing that i like about this phone be the size of the screen it will not stay charge when you be talk to someone it hang up,LG,1,1,0
873,husband love it,LG,1,1,0
874,phone be awful advertise as unlock for tmobile att pop up when power on and after insert sim card and activate phone would only make phone call no cellular data,LG,0,0,1
875,cost effective smartphone,LG,1,1,0
876,mom love the new phone work great for her,LG,1,1,0
877,nice phone for the price,LG,1,1,0
878,good phone very smothe good storage,LG,1,1,0
879,the phone have white line in the screen i cant send it back because im in venezuela the phone say this device be reset to continue sign in with a google account previously sync on this device i dont know what to do,LG,0,0,1
880,the screen be pixilated to the point of no use i think it would be a good phone extremely dissatisfy,LG,0,0,1
881,i give it as a gift,LG,1,1,0
882,the phone last a little over 30 days so disappoint,LG,0,0,1
883,this phone only work for one day and stop when i open it this be what the say not to be sell i lose my money,LG,0,0,1
884,good,LG,1,1,0
885,couldnt usesending back,LG,0,0,1
886,good product,LG,1,1,0
887,good value a little slow because ram be always full but overall pretty decent like that it could also control my tv,LG,1,1,0
888,this lg phone deserve 5 star it have the right size screen for read the web page the photos look sharp and the color be exelent it fit very nice in my hand,LG,1,1,0
889,item in excellent condition just as describe,LG,1,1,0
890,im new to the smartphone its only be a few days but im get the hang of it seem great so far,LG,1,1,0
891,i will return this buy this phone for hubby christmas and it s a big flop issue read the sim card and turn on waste of money,LG,0,0,1
892,like,LG,1,1,0
893,it come fast and be worth the value,LG,1,1,0
894,get what i expect,LG,1,1,0
895,nice phone for the price,LG,1,1,0
896,love this phone come in on time and in great shape,LG,1,1,0
897,have it for 30 days and today it shutdown and be not longer work bad product,LG,0,0,1
898,battery dont last long,LG,0,0,1
899,the phone be receive with the damage battery,LG,0,0,1
900,very nice phone clear sound when receive call,LG,1,1,0
901,this phone be what i expect and more,LG,1,1,0
902,i have to send it back,LG,0,0,1
903,dislike the battery cameunxharged and no sim card,LG,0,0,1
904,awful phone,LG,0,0,1
905,good phone everything ok its unlock,LG,1,1,0
906,the size of the screen,LG,1,1,0
907,refund,LG,0,0,1
908,not unlock phone,LG,0,0,1
909,great phone but freeze every once in a while,LG,1,1,0
910,the phone do not have a imei att say it be a knock off phone and not a att phone do not do great photos they be off color doesnt get on line easy not happy with it wish i have go thru att,LG,0,0,1
911,low memory i cannot use it phone be ok but they cheapen up on the memory result nonusable purchase,LG,0,0,1
912,at first i love my phone i never drop it but within a month my daughter want to play some music on it the whole screen show multi color vertical line you can still switch screen kinda figure out which screen youre on but you cant see anything luckily i be within the timeframe to return it so thats what im do,LG,1,1,0
913,this phone be not worth buy i have have problems with mine ever since i get it it call 911 by itself and hang up phone call it get really hot and freeze a lot even though i have nothing on the phone i will not be buy this phone again and i wouldnt recommend it to anyone,LG,0,0,1
914,low memory and slow processor the screen be nice and big but otherwise its terrible maybe it run better without all the att system bloatware,LG,0,0,1
915,couldnt send message at first but work fine now cant access sellers site for free good gift though,LG,0,0,1
916,this be not a good phone at all i ha e have 3 and they all die suddenly no drop or moisture issue the phone just die i would never recommend this phone for anyone in fact lg could not pay me to take this onejust say,LG,0,0,1
917,this phone be att brand and be an lg customize rom for att logos bloatware ringtones etc most of which be not removable without root the phone you should just be able to pop in your tmobile sim and off you go here be what wont work with out pull teeth 1 data you must add a tmobile apn before any data what soever 2 mms texting wont send with out add 1 what will never work tmobile wifi call spend hours seller be negligent in not disclose this,LG,0,0,1
918,my husband be use this as a mp3 music player we do not install a sim card but we do install a micro memory card he have no cell or wifi at his job for security reason he can listen to music while work so this solve the problem of me not have to connect to a computer to upload music to a mp3 player i wish theyd make mp3s with access to pandora or amazon music with this we just open the app and download fro amazon music prime he listen to the offline music while no connection,LG,1,1,0
919,i purchase this phone as a replacement to my mother other vista cell phone as my mother be not tech savvy it be easier to transition a phone she already know how to operate and this one be experience the same issue of not hold a charge as the other one she have have the phone only two months not worth the money,LG,1,1,0
920,this lg g2 phone be great the only issue i have be battery drain quickly otherwise phone be greati would recommend it you need a reliable phone this phone come with stylus which be exclusive to this particular make model i find it very helpful have arthritis in my knuckle cause them to swell now i own 2 seller be a pleasure to deal with,LG,1,1,0
921,this phone be one of the best ive have simple to use and easily customizable huge bright and vibrant color screen with a really good camera if you like a big phone but dont want a brick in your pocket this phone be for you,LG,1,1,0
922,this be a great phone and the price be awesome especially since att be sell it for twice the price and if you get it through their next program itll cost more my only negative thing about this phone be the color of the picture they have a pinkishreddish light to them no matter how you adjust the settings if it werent for that i would have give it 5 star,LG,1,1,0
923,good phone love everything about it sd port do not work but other than that amaze,LG,1,1,0
924,these be really nice phone but i didnt read the whole description so i have to return them because theyre not compatible with verizon but i love these phone theyre very sharp,LG,1,1,0
925,this product be not compatible with tmobile although state its a unlock phone i dont know about any feature because i could not use it,LG,0,0,1
926,i have be try since july 8th to contact you about your phone the phone get extremely hot just from normal use as well the battery die quickly within hours instead of days,LG,0,0,1
927,but the battery stay with 50 it charge with 100 dead with 50,LG,0,0,1
928,its i good phone graphics be awesome and i just wouldnt know what to do with out the camera it be a good buy,LG,1,1,0
929,get the job do work as it say im on att,LG,1,1,0
930,the original didn t work i will update the review with the replacement after i see the performance,LG,0,0,1
931,lg quality big screen great price,LG,1,1,0
932,just get it but seem s nice just like a samsung note,LG,1,1,0
933,have be work fine and now he can check the weather,LG,1,1,0
934,have a lot of memory and much better than my last phone,LG,1,1,0
935,deliver on every aspect of what i have expectedfine phone,LG,1,1,0
936,much better option than do an upgrade to get a new phone from your provider,LG,1,1,0
937,work alright but lag too much,LG,0,0,1
938,battery life drain,LG,0,0,1
939,very good,LG,1,1,0
940,arrive defective,LG,0,0,1
941,great phone fast ship,LG,1,1,0
942,arrive just as describe no issue so far please with phone,LG,1,1,0
943,i love my phone,LG,1,1,0
944,i love it,LG,1,1,0
945,great phone work well and i do not have any of the issue others report here on amazon but there be one draw back for me the battery life isnt all the good at all and i be compare this to the note 57 yes i have both and after i return the note 7 and i want to buy the note 5 again but they be out of stock so i end up with the lg vista 2 and honestly its a great alternative i love it an dam happy with it over all but again the battery life be by far the greatest draw back for me,LG,1,1,0
946,i be use the h740 with att version unlock the tmobile hotspot do not work same tmobile sim work just fine on my lg g3d855 phone the ting hotspot do not work same tmobile sim work just fine on my lg g3d855 phonea i call lg jun 20 2016 and the techsupport say they be work on an update of the firmware to resolve this know isue and a few more i could not find a way to root this phone either this would allow to remove att junkware which do not help on non att networkshis conclusion this phone be very nice but stay away from it unless you plan att only use hopefully lg will provide a way to reflash this phone so it could be really unlock,LG,1,1,0
947,quality product at a fair price this be an att phone but t mobile sim work,LG,1,1,0
948,i just baught one be charge it for 5 hours it not come one back to sender,LG,0,0,1
949,didnt work,LG,0,0,1
950,i get annoy with the samsung j3 bloatware slow it down so i try this one this be the best cheap under 100 phone ive ever have the fact that i only have to pay 49 be even better ive use it for 4 months without it get bogged down i heavy rely on google map and street view and this do great,LG,1,1,0
